order_id,customer_id,order_date,ship_date,segment,region,category,product_name,quantity,unit_price,discount,revenue,profit
ORD-1871,CUST-1314,2023-07-02,2023-07-08,Consumer,East,Electronics,iPhone 15,7,269.31,0.0,1885.17,635.46
ORD-1872,CUST-2661,2022-02-05,2022-02-11,Consumer,South,Food & Bev,Water Bottle,9,339.93,0.0,3059.37,1201.65
ORD-1873,CUST-2902,2022-02-23,2022-02-28,Corporate,East,Electronics,iPad Air,1,92.02,0.15,78.22,28.82
ORD-1874,CUST-1393,2022-04-04,2022-04-05,Consumer,South,Furniture,Office Chair,7,61.36,0.0,429.52,93.63
ORD-1875,CUST-1669,2022-06-21,2022-06-27,Home Office,North,Electronics,iPhone 15,3,85.14,0.2,204.34,28.14
ORD-1876,CUST-1216,2022-08-01,2022-08-06,Home Office,South,Clothing,Sneakers,7,1409.61,0.0,9867.27,1789.36
ORD-1877,CUST-1135,2023-02-16,2023-02-22,Consumer,South,Clothing,Formal Shirt,6,37.73,0.05,215.06,56.04
ORD-1878,CUST-1208,2022-03-10,2022-03-12,Consumer,East,Clothing,Sneakers,7,466.27,0.2,2611.11,717.67
ORD-1879,CUST-2301,2022-11-29,2022-12-05,Home Office,North,Furniture,Office Chair,7,1023.29,0.05,6804.88,1471.33
ORD-1880,CUST-1476,2022-01-19,2022-01-24,Corporate,North,Clothing,Jeans,10,684.39,0.2,5475.12,1775.07
ORD-1881,CUST-1122,2022-05-08,2022-05-11,Home Office,North,Electronics,iPhone 15,4,1112.11,0.05,4226.02,1339.3
ORD-1882,CUST-2485,2022-07-26,2022-07-28,Corporate,West,Furniture,Office Chair,7,322.49,0.0,2257.43,413.84
ORD-1883,CUST-1590,2022-11-22,2022-11-28,Corporate,South,Food & Bev,Water Bottle,1,790.89,0.15,672.26,219.71
ORD-1884,CUST-2425,2022-09-06,2022-09-08,Corporate,East,Electronics,iPhone 15,9,100.03,0.05,855.26,325.43
ORD-1885,CUST-1143,2022-11-26,2022-11-28,Home Office,West,Furniture,Sofa,8,952.08,0.0,7616.64,3080.58
ORD-1886,CUST-1160,2022-05-09,2022-05-10,Consumer,South,Furniture,Office Desk,3,897.09,0.05,2556.71,467.13
ORD-1887,CUST-2180,2022-07-22,2022-07-24,Consumer,East,Food & Bev,Blender,7,281.12,0.05,1869.45,385.27
ORD-1888,CUST-2034,2022-03-23,2022-03-26,Corporate,East,Food & Bev,Air Fryer,7,579.02,0.15,3445.17,876.73
ORD-1889,CUST-1312,2023-01-26,2023-01-30,Consumer,West,Food & Bev,Air Fryer,2,1143.11,0.1,2057.6,634.39
ORD-1890,CUST-1682,2022-11-10,2022-11-14,Corporate,West,Furniture,Office Chair,5,575.22,0.2,2300.88,617.32
ORD-1891,CUST-2895,2022-07-14,2022-07-15,Consumer,South,Furniture,Bookshelf,1,1295.25,0.1,1165.73,317.09
ORD-1892,CUST-1254,2023-05-17,2023-05-20,Corporate,East,Food & Bev,Blender,10,125.43,0.0,1254.3,561.13
ORD-1893,CUST-1754,2023-03-23,2023-03-26,Consumer,South,Food & Bev,Tea Set,6,774.22,0.15,3948.52,1272.38
ORD-1894,CUST-2385,2022-09-10,2022-09-12,Home Office,West,Electronics,iPad Air,8,71.07,0.1,511.7,164.17
ORD-1895,CUST-2357,2023-04-12,2023-04-18,Home Office,East,Electronics,iPhone 15,3,396.35,0.2,951.24,287.67
ORD-1896,CUST-1164,2023-10-22,2023-10-28,Consumer,North,Furniture,Office Desk,7,608.55,0.2,3407.88,1502.71
ORD-1897,CUST-1783,2022-09-16,2022-09-22,Corporate,South,Furniture,Bookshelf,5,760.96,0.2,3043.84,1005.9
ORD-1898,CUST-2904,2023-10-14,2023-10-19,Consumer,North,Clothing,Jeans,6,1225.06,0.1,6615.32,2395.11
ORD-1899,CUST-2340,2023-05-19,2023-05-20,Consumer,North,Food & Bev,Water Bottle,2,123.37,0.15,209.73,59.51
ORD-1900,CUST-1225,2023-01-19,2023-01-21,Consumer,South,Clothing,Jeans,3,313.07,0.05,892.25,246.18
ORD-1901,CUST-2847,2022-07-25,2022-07-26,Consumer,South,Food & Bev,Tea Set,3,1217.58,0.05,3470.1,662.0
ORD-1902,CUST-1700,2022-06-20,2022-06-21,Home Office,North,Food & Bev,Blender,5,146.85,0.0,734.25,144.55
ORD-1903,CUST-1014,2023-05-12,2023-05-18,Corporate,South,Electronics,Dell Monitor,2,34.07,0.1,61.33,22.27
ORD-1904,CUST-1969,2022-01-08,2022-01-12,Home Office,South,Electronics,MacBook Pro,10,789.71,0.1,7107.39,3029.49
ORD-1905,CUST-2362,2023-01-15,2023-01-21,Corporate,West,Clothing,Sneakers,6,1499.18,0.05,8545.33,3668.91
ORD-1906,CUST-2818,2022-12-05,2022-12-12,Corporate,North,Food & Bev,Blender,2,24.57,0.15,41.77,14.78
ORD-1907,CUST-2781,2022-10-14,2022-10-20,Home Office,North,Furniture,Office Desk,4,565.28,0.2,1808.9,615.32
ORD-1908,CUST-2985,2022-07-12,2022-07-13,Home Office,West,Food & Bev,Tea Set,6,44.61,0.1,240.89,97.73
ORD-1909,CUST-2907,2023-05-12,2023-05-16,Home Office,South,Clothing,Jeans,10,1195.06,0.1,10755.54,2686.42
ORD-1910,CUST-2467,2023-09-14,2023-09-16,Corporate,West,Food & Bev,Coffee Maker,3,1307.39,0.2,3137.74,1175.72
ORD-1911,CUST-1913,2022-11-05,2022-11-12,Consumer,West,Electronics,iPhone 15,9,1481.09,0.15,11330.34,1799.47
ORD-1912,CUST-2902,2022-08-05,2022-08-07,Consumer,South,Electronics,iPad Air,2,176.1,0.0,352.2,54.97
ORD-1913,CUST-2889,2022-09-21,2022-09-27,Consumer,East,Clothing,Jeans,8,1428.23,0.0,11425.84,3803.85
ORD-1914,CUST-2469,2023-08-13,2023-08-20,Consumer,East,Food & Bev,Coffee Maker,10,115.71,0.1,1041.39,241.55
ORD-1915,CUST-2516,2022-08-17,2022-08-20,Consumer,West,Food & Bev,Tea Set,2,450.65,0.0,901.3,118.25
ORD-1916,CUST-2096,2022-11-17,2022-11-21,Consumer,East,Furniture,Office Desk,10,1110.64,0.1,9995.76,1216.08
ORD-1917,CUST-1218,2023-01-09,2023-01-16,Corporate,West,Furniture,Bookshelf,3,789.23,0.2,1894.15,581.07
ORD-1918,CUST-1301,2022-05-29,2022-06-05,Corporate,West,Food & Bev,Coffee Maker,5,1259.08,0.15,5351.09,1808.63
ORD-1919,CUST-2736,2022-11-24,2022-11-27,Home Office,North,Clothing,Running Shoes,9,1485.7,0.0,13371.3,2616.88
ORD-1920,CUST-2467,2023-12-23,2023-12-27,Corporate,West,Food & Bev,Air Fryer,1,1472.09,0.1,1324.88,203.3
ORD-1921,CUST-2122,2023-05-15,2023-05-21,Consumer,North,Furniture,Standing Desk,7,462.67,0.05,3076.76,1374.92
ORD-1922,CUST-1578,2023-04-30,2023-05-03,Home Office,West,Food & Bev,Water Bottle,7,598.77,0.2,3353.11,1188.22
ORD-1923,CUST-2453,2022-05-15,2022-05-18,Consumer,West,Furniture,Sofa,10,1301.47,0.0,13014.7,5172.48
ORD-1924,CUST-2647,2022-05-21,2022-05-25,Home Office,South,Clothing,Jeans,8,450.8,0.05,3426.08,594.14
ORD-1925,CUST-1344,2023-08-13,2023-08-14,Home Office,East,Furniture,Office Desk,3,577.3,0.15,1472.11,497.29
ORD-1926,CUST-2986,2022-07-03,2022-07-04,Corporate,East,Electronics,MacBook Pro,2,1470.81,0.1,2647.46,814.59
ORD-1927,CUST-2336,2022-05-02,2022-05-04,Consumer,South,Furniture,Bookshelf,7,743.17,0.2,4161.75,1806.59
ORD-1928,CUST-1249,2023-01-27,2023-01-30,Home Office,West,Food & Bev,Coffee Maker,8,563.64,0.0,4509.12,634.97
ORD-1929,CUST-1370,2023-08-24,2023-08-29,Consumer,South,Food & Bev,Tea Set,10,729.66,0.0,7296.6,2758.26
ORD-1930,CUST-2664,2023-08-09,2023-08-11,Corporate,West,Food & Bev,Blender,2,501.34,0.2,802.14,132.12
ORD-1931,CUST-1424,2023-06-16,2023-06-23,Consumer,West,Electronics,iPad Air,10,817.69,0.0,8176.9,2974.17
ORD-1932,CUST-2336,2023-07-23,2023-07-27,Consumer,South,Electronics,iPhone 15,6,202.11,0.05,1152.03,347.08
ORD-1933,CUST-2935,2022-03-28,2022-03-29,Consumer,East,Furniture,Office Desk,9,461.9,0.2,3325.68,532.31
ORD-1934,CUST-2004,2023-06-16,2023-06-23,Consumer,East,Electronics,iPhone 15,5,995.55,0.15,4231.09,630.22
ORD-1935,CUST-1385,2023-07-06,2023-07-11,Home Office,East,Clothing,Sneakers,4,1038.14,0.0,4152.56,759.86
ORD-1936,CUST-2274,2023-09-09,2023-09-14,Consumer,South,Furniture,Office Chair,4,895.84,0.1,3225.02,467.54
ORD-1937,CUST-2385,2023-01-26,2023-02-01,Corporate,East,Food & Bev,Coffee Maker,3,612.09,0.0,1836.27,790.81
ORD-1938,CUST-2154,2023-10-07,2023-10-13,Consumer,South,Food & Bev,Air Fryer,5,1493.13,0.05,7092.37,2482.72
ORD-1939,CUST-1255,2023-03-21,2023-03-25,Corporate,South,Furniture,Bookshelf,1,1446.75,0.05,1374.41,174.73
ORD-1940,CUST-1299,2022-12-04,2022-12-10,Consumer,West,Electronics,Dell Monitor,2,556.97,0.1,1002.55,373.27
ORD-1941,CUST-2491,2023-01-22,2023-01-24,Consumer,North,Furniture,Office Chair,7,1428.64,0.0,10000.48,1615.14
ORD-1942,CUST-1202,2023-06-26,2023-06-29,Consumer,West,Clothing,Sneakers,10,1300.79,0.2,10406.32,2027.87
ORD-1943,CUST-1261,2022-07-05,2022-07-08,Corporate,East,Electronics,iPhone 15,9,836.47,0.15,6399.0,1707.9
ORD-1944,CUST-2485,2022-05-10,2022-05-12,Home Office,South,Clothing,Winter Jacket,7,859.99,0.1,5417.94,642.04
ORD-1945,CUST-1564,2023-04-14,2023-04-16,Home Office,West,Clothing,Running Shoes,8,1479.64,0.15,10061.55,2774.78
ORD-1946,CUST-2731,2023-10-13,2023-10-20,Corporate,South,Food & Bev,Tea Set,2,1422.23,0.15,2417.79,893.86
ORD-1947,CUST-2134,2022-09-03,2022-09-04,Home Office,North,Electronics,MacBook Pro,3,871.47,0.0,2614.41,941.69
ORD-1948,CUST-2386,2023-06-05,2023-06-11,Home Office,West,Food & Bev,Coffee Maker,3,729.89,0.2,1751.74,595.23
ORD-1949,CUST-1500,2022-07-14,2022-07-21,Home Office,North,Electronics,iPad Air,1,1076.96,0.2,861.57,312.22
ORD-1950,CUST-2719,2023-11-22,2023-11-29,Consumer,West,Electronics,Dell Monitor,9,1357.62,0.05,11607.65,1465.96
ORD-1951,CUST-2390,2023-03-09,2023-03-13,Consumer,East,Furniture,Sofa,7,272.32,0.0,1906.24,416.1
ORD-1952,CUST-2164,2022-11-03,2022-11-07,Corporate,North,Furniture,Sofa,5,411.83,0.0,2059.15,737.81
ORD-1953,CUST-1117,2023-06-12,2023-06-19,Home Office,East,Food & Bev,Air Fryer,1,1404.41,0.2,1123.53,445.96
ORD-1954,CUST-1018,2022-11-02,2022-11-05,Corporate,West,Clothing,Winter Jacket,2,27.63,0.05,52.5,12.64
ORD-1955,CUST-1998,2022-03-28,2022-04-02,Consumer,West,Electronics,iPad Air,9,1349.79,0.15,10325.89,1480.16
ORD-1956,CUST-2098,2023-04-27,2023-05-01,Consumer,East,Electronics,iPhone 15,6,462.94,0.15,2360.99,973.36
ORD-1957,CUST-2809,2023-03-26,2023-03-28,Home Office,West,Clothing,Winter Jacket,3,543.53,0.15,1386.0,141.42
ORD-1958,CUST-1328,2022-02-11,2022-02-13,Corporate,South,Furniture,Office Desk,7,643.16,0.1,4051.91,1682.96
ORD-1959,CUST-2565,2023-03-08,2023-03-12,Consumer,East,Furniture,Bookshelf,9,753.44,0.05,6441.91,1376.71
ORD-1960,CUST-2571,2022-04-23,2022-04-24,Consumer,West,Food & Bev,Tea Set,1,206.66,0.1,185.99,51.15
ORD-1961,CUST-1169,2023-09-04,2023-09-10,Corporate,East,Furniture,Office Desk,1,662.81,0.1,596.53,118.58
ORD-1962,CUST-2435,2023-06-08,2023-06-10,Home Office,South,Food & Bev,Air Fryer,4,436.09,0.0,1744.36,702.03
ORD-1963,CUST-1386,2023-12-25,2024-01-01,Corporate,South,Furniture,Bookshelf,2,1057.69,0.2,1692.3,531.19
ORD-1964,CUST-2262,2023-02-15,2023-02-16,Consumer,North,Furniture,Standing Desk,5,1485.79,0.05,7057.5,1758.77
ORD-1965,CUST-1872,2023-02-22,2023-02-27,Corporate,North,Furniture,Office Desk,5,1056.24,0.05,5017.14,891.15
ORD-1966,CUST-2457,2022-02-22,2022-02-25,Home Office,West,Food & Bev,Coffee Maker,2,418.48,0.1,753.26,323.94
ORD-1967,CUST-1966,2022-07-06,2022-07-07,Consumer,East,Food & Bev,Air Fryer,1,97.15,0.1,87.44,15.23
ORD-1968,CUST-2370,2022-07-09,2022-07-12,Corporate,North,Clothing,Sneakers,8,558.1,0.1,4018.32,558.69
ORD-1969,CUST-1761,2023-01-05,2023-01-11,Corporate,South,Electronics,Dell Monitor,6,1119.54,0.2,5373.79,1532.08
ORD-1970,CUST-2201,2023-01-29,2023-01-30,Home Office,South,Furniture,Office Chair,2,213.12,0.2,340.99,48.46
ORD-1971,CUST-1413,2022-03-18,2022-03-23,Consumer,West,Furniture,Standing Desk,10,527.49,0.15,4483.66,2001.4
ORD-1972,CUST-2832,2023-03-05,2023-03-10,Consumer,South,Furniture,Office Desk,5,1339.55,0.2,5358.2,2364.54
ORD-1973,CUST-1341,2022-03-11,2022-03-15,Corporate,North,Clothing,Jeans,7,795.17,0.2,4452.95,1677.92
ORD-1974,CUST-2090,2023-08-03,2023-08-04,Consumer,East,Clothing,Running Shoes,4,1116.26,0.15,3795.28,1037.09
ORD-1975,CUST-1007,2023-01-29,2023-02-03,Home Office,West,Electronics,iPhone 15,7,613.26,0.1,3863.54,666.17
ORD-1976,CUST-2745,2023-12-15,2023-12-16,Home Office,South,Furniture,Sofa,9,694.05,0.2,4997.16,952.42
ORD-1977,CUST-2309,2022-05-02,2022-05-04,Home Office,East,Furniture,Office Chair,4,87.51,0.05,332.54,67.22
ORD-1978,CUST-1002,2022-02-22,2022-02-28,Corporate,South,Furniture,Office Chair,4,1484.51,0.05,5641.14,1619.62
ORD-1979,CUST-2252,2022-03-27,2022-04-02,Corporate,East,Clothing,Sneakers,9,410.78,0.05,3512.17,853.18
ORD-1980,CUST-2989,2022-01-11,2022-01-18,Home Office,North,Clothing,Formal Shirt,6,344.53,0.1,1860.46,301.13
ORD-1981,CUST-2672,2023-12-06,2023-12-10,Home Office,North,Electronics,Dell Monitor,5,1307.64,0.2,5230.56,1531.55
ORD-1982,CUST-1888,2022-07-28,2022-08-02,Corporate,East,Food & Bev,Air Fryer,7,250.35,0.05,1664.83,591.74
ORD-1983,CUST-2004,2023-05-23,2023-05-25,Consumer,West,Clothing,Running Shoes,8,293.84,0.05,2233.18,370.93
ORD-1984,CUST-1147,2022-06-16,2022-06-18,Corporate,North,Furniture,Office Chair,7,1037.3,0.05,6898.04,857.49
ORD-1985,CUST-1773,2023-02-17,2023-02-18,Home Office,West,Food & Bev,Air Fryer,9,223.19,0.0,2008.71,625.02
ORD-1986,CUST-2922,2023-10-22,2023-10-23,Consumer,North,Food & Bev,Coffee Maker,3,387.55,0.0,1162.65,225.18
ORD-1987,CUST-2827,2022-12-13,2022-12-20,Home Office,North,Electronics,MacBook Pro,2,319.44,0.15,543.05,198.69
ORD-1988,CUST-1252,2023-05-06,2023-05-08,Corporate,East,Food & Bev,Air Fryer,4,102.7,0.1,369.72,118.17
ORD-1989,CUST-2868,2022-10-31,2022-11-01,Home Office,North,Electronics,MacBook Pro,9,1331.96,0.15,10189.49,1524.78
ORD-1990,CUST-2401,2023-01-30,2023-02-01,Corporate,South,Furniture,Office Desk,6,989.94,0.05,5642.66,2384.54
ORD-1991,CUST-2260,2022-04-23,2022-04-25,Consumer,West,Food & Bev,Coffee Maker,2,1435.57,0.1,2584.03,581.56
ORD-1992,CUST-1371,2022-02-14,2022-02-19,Consumer,East,Clothing,Winter Jacket,3,283.54,0.2,680.5,147.8
ORD-1993,CUST-2910,2022-10-21,2022-10-24,Home Office,East,Food & Bev,Air Fryer,2,421.22,0.15,716.07,237.45
ORD-1994,CUST-2608,2023-11-03,2023-11-05,Consumer,North,Clothing,Winter Jacket,6,238.71,0.15,1217.42,429.1
ORD-1995,CUST-1372,2023-03-14,2023-03-20,Home Office,North,Food & Bev,Coffee Maker,5,234.11,0.1,1053.5,472.15
ORD-1996,CUST-2933,2023-03-11,2023-03-15,Corporate,East,Food & Bev,Water Bottle,7,910.58,0.1,5736.65,851.19
ORD-1997,CUST-1787,2023-05-25,2023-05-30,Home Office,West,Furniture,Bookshelf,9,749.05,0.2,5393.16,2089.8
ORD-1998,CUST-1416,2023-08-15,2023-08-22,Home Office,West,Electronics,Dell Monitor,4,1060.58,0.05,4030.2,913.24
ORD-1999,CUST-1295,2022-04-23,2022-04-24,Consumer,West,Electronics,Samsung TV,6,554.07,0.05,3158.2,641.57
ORD-2000,CUST-1053,2022-02-27,2022-03-05,Consumer,South,Food & Bev,Air Fryer,3,193.51,0.05,551.5,128.01
ORD-2001,CUST-1061,2022-04-19,2022-04-25,Home Office,North,Food & Bev,Water Bottle,10,129.18,0.2,1033.44,418.2
ORD-2002,CUST-1373,2022-09-08,2022-09-09,Consumer,South,Furniture,Office Chair,1,862.39,0.15,733.03,111.71
ORD-2003,CUST-1319,2023-02-26,2023-03-04,Corporate,East,Food & Bev,Air Fryer,6,677.08,0.0,4062.48,814.0
ORD-2004,CUST-2698,2022-06-14,2022-06-15,Home Office,South,Electronics,MacBook Pro,7,1252.37,0.15,7451.6,2190.43
ORD-2005,CUST-2947,2022-08-21,2022-08-25,Home Office,East,Clothing,Sneakers,3,422.3,0.0,1266.9,357.93
ORD-2006,CUST-1158,2022-02-27,2022-03-01,Home Office,West,Furniture,Standing Desk,7,291.87,0.2,1634.47,509.59
ORD-2007,CUST-1398,2023-10-20,2023-10-24,Home Office,East,Food & Bev,Blender,7,263.94,0.1,1662.82,542.62
ORD-2008,CUST-1218,2023-01-07,2023-01-12,Consumer,North,Clothing,Winter Jacket,6,61.51,0.1,332.15,52.14
ORD-2009,CUST-1174,2022-07-12,2022-07-17,Corporate,North,Electronics,iPhone 15,4,964.82,0.0,3859.28,710.56
ORD-2010,CUST-2539,2022-02-19,2022-02-22,Consumer,West,Electronics,Dell Monitor,2,1416.39,0.0,2832.78,1255.46
ORD-2011,CUST-2836,2023-02-05,2023-02-11,Corporate,South,Clothing,Jeans,6,1461.3,0.0,8767.8,1893.51
ORD-2012,CUST-1310,2023-08-25,2023-09-01,Consumer,South,Electronics,Dell Monitor,7,725.89,0.0,5081.23,1024.08
ORD-2013,CUST-2027,2022-08-26,2022-08-28,Home Office,North,Food & Bev,Coffee Maker,3,1157.86,0.05,3299.9,1477.35
ORD-2014,CUST-2459,2022-10-25,2022-10-28,Corporate,South,Clothing,Jeans,10,1286.81,0.15,10937.88,1246.97
ORD-2015,CUST-1030,2023-09-14,2023-09-15,Home Office,South,Food & Bev,Air Fryer,3,859.01,0.15,2190.48,293.73
ORD-2016,CUST-1573,2022-04-07,2022-04-11,Corporate,North,Furniture,Office Chair,6,271.18,0.1,1464.37,229.2
ORD-2017,CUST-2562,2022-07-03,2022-07-09,Consumer,North,Clothing,Formal Shirt,8,401.76,0.15,2731.97,1208.81
ORD-2018,CUST-2269,2023-05-15,2023-05-16,Home Office,North,Food & Bev,Air Fryer,6,1291.32,0.15,6585.73,1601.4
ORD-2019,CUST-1538,2023-10-02,2023-10-05,Home Office,East,Furniture,Bookshelf,6,143.57,0.15,732.21,202.88
ORD-2020,CUST-1324,2022-09-08,2022-09-14,Home Office,North,Electronics,Dell Monitor,9,31.76,0.0,285.84,57.66
ORD-2021,CUST-2843,2023-04-19,2023-04-25,Corporate,South,Food & Bev,Coffee Maker,2,536.43,0.15,911.93,296.26
ORD-2022,CUST-1701,2022-04-21,2022-04-25,Consumer,North,Food & Bev,Coffee Maker,7,315.22,0.1,1985.89,243.4
ORD-2023,CUST-1437,2022-10-13,2022-10-17,Consumer,West,Food & Bev,Air Fryer,1,826.72,0.15,702.71,106.06
ORD-2024,CUST-1433,2023-01-25,2023-01-26,Home Office,North,Clothing,Sneakers,6,1188.55,0.15,6061.6,1058.95
ORD-2025,CUST-1610,2023-10-13,2023-10-15,Corporate,East,Electronics,iPad Air,2,229.77,0.1,413.59,100.0
ORD-2026,CUST-2542,2022-09-23,2022-09-25,Home Office,South,Food & Bev,Blender,1,156.81,0.15,133.29,29.28
ORD-2027,CUST-1894,2023-03-06,2023-03-10,Corporate,South,Clothing,Running Shoes,8,812.55,0.05,6175.38,2704.55
ORD-2028,CUST-1663,2023-07-29,2023-08-05,Consumer,West,Clothing,Sneakers,10,313.87,0.2,2510.96,792.91
ORD-2029,CUST-2479,2022-06-01,2022-06-05,Corporate,South,Clothing,Winter Jacket,6,188.14,0.15,959.51,184.21
ORD-2030,CUST-1384,2023-04-06,2023-04-12,Home Office,South,Electronics,iPad Air,10,164.22,0.05,1560.09,563.19
ORD-2031,CUST-2181,2023-01-22,2023-01-24,Home Office,South,Food & Bev,Tea Set,6,330.45,0.05,1883.56,828.97
ORD-2032,CUST-2328,2022-11-06,2022-11-09,Consumer,East,Electronics,Samsung TV,9,1232.2,0.0,11089.8,3823.33
ORD-2033,CUST-1360,2022-12-27,2023-01-03,Corporate,West,Food & Bev,Blender,9,650.26,0.1,5267.11,735.73
ORD-2034,CUST-2350,2023-07-21,2023-07-26,Consumer,East,Food & Bev,Blender,3,823.29,0.15,2099.39,419.37
ORD-2035,CUST-2535,2022-04-17,2022-04-18,Consumer,North,Food & Bev,Water Bottle,1,932.07,0.15,792.26,107.97
ORD-2036,CUST-1234,2022-10-24,2022-10-31,Home Office,North,Electronics,iPad Air,7,333.57,0.15,1984.74,581.64
ORD-2037,CUST-2039,2023-04-21,2023-04-25,Corporate,North,Furniture,Bookshelf,7,31.26,0.1,196.94,73.61
ORD-2038,CUST-1053,2023-03-01,2023-03-07,Corporate,East,Clothing,Formal Shirt,4,26.15,0.15,88.91,9.91
ORD-2039,CUST-2319,2022-06-24,2022-06-29,Corporate,East,Furniture,Office Chair,7,377.91,0.15,2248.56,376.48
ORD-2040,CUST-1895,2023-10-14,2023-10-18,Consumer,West,Food & Bev,Coffee Maker,3,616.62,0.1,1664.87,467.91
ORD-2041,CUST-1325,2022-05-02,2022-05-08,Home Office,South,Furniture,Office Desk,10,1180.74,0.1,10626.66,4177.0
ORD-2042,CUST-2265,2022-01-27,2022-01-31,Consumer,North,Clothing,Running Shoes,1,950.76,0.2,760.61,116.8
ORD-2043,CUST-2096,2022-05-14,2022-05-18,Consumer,West,Electronics,Dell Monitor,6,296.1,0.05,1687.77,344.17
ORD-2044,CUST-2186,2022-02-22,2022-02-25,Home Office,East,Furniture,Bookshelf,2,1403.76,0.0,2807.52,908.05
ORD-2045,CUST-2012,2022-05-06,2022-05-07,Home Office,West,Electronics,MacBook Pro,3,438.05,0.05,1248.44,165.38
ORD-2046,CUST-1156,2023-05-18,2023-05-25,Consumer,West,Clothing,Running Shoes,1,632.34,0.15,537.49,234.2
ORD-2047,CUST-2350,2023-10-11,2023-10-15,Corporate,West,Furniture,Bookshelf,3,286.11,0.0,858.33,357.3
ORD-2048,CUST-1521,2023-05-11,2023-05-16,Corporate,East,Electronics,MacBook Pro,10,828.79,0.05,7873.5,2225.15
ORD-2049,CUST-1235,2022-01-24,2022-01-29,Home Office,North,Electronics,iPhone 15,9,1146.22,0.05,9800.18,3953.45
ORD-2050,CUST-1188,2022-08-14,2022-08-15,Consumer,East,Furniture,Office Desk,3,416.03,0.15,1060.88,180.07
ORD-2051,CUST-1405,2023-05-23,2023-05-27,Corporate,East,Clothing,Sneakers,9,1420.59,0.05,12146.04,2277.78
ORD-2052,CUST-1913,2023-08-25,2023-08-28,Home Office,North,Clothing,Jeans,3,1195.27,0.15,3047.94,767.21
ORD-2053,CUST-1765,2023-09-30,2023-10-01,Corporate,East,Food & Bev,Tea Set,10,586.91,0.05,5575.64,1664.33
ORD-2054,CUST-2321,2023-06-08,2023-06-11,Consumer,South,Electronics,iPad Air,10,626.52,0.2,5012.16,1951.44
ORD-2055,CUST-1148,2022-07-04,2022-07-11,Consumer,North,Clothing,Jeans,6,655.49,0.05,3736.29,841.45
ORD-2056,CUST-1437,2022-11-18,2022-11-19,Consumer,East,Furniture,Office Chair,1,491.51,0.0,491.51,172.46
ORD-2057,CUST-1210,2023-07-30,2023-07-31,Consumer,East,Food & Bev,Tea Set,7,439.75,0.05,2924.34,832.1
ORD-2058,CUST-1101,2023-10-24,2023-10-28,Home Office,North,Clothing,Sneakers,7,490.32,0.1,3089.02,523.13
ORD-2059,CUST-1784,2023-03-08,2023-03-09,Corporate,North,Food & Bev,Blender,2,690.12,0.2,1104.19,236.75
ORD-2060,CUST-2723,2022-01-19,2022-01-25,Corporate,North,Furniture,Sofa,10,1482.17,0.15,12598.44,2513.74
ORD-2061,CUST-1562,2023-10-23,2023-10-24,Corporate,North,Food & Bev,Coffee Maker,2,715.44,0.15,1216.25,429.51
ORD-2062,CUST-2426,2023-07-24,2023-07-31,Consumer,West,Clothing,Formal Shirt,6,750.85,0.0,4505.1,1070.7
ORD-2063,CUST-1661,2023-09-25,2023-09-26,Corporate,North,Food & Bev,Blender,1,351.54,0.0,351.54,52.22
ORD-2064,CUST-2913,2022-07-15,2022-07-21,Consumer,South,Food & Bev,Air Fryer,6,1227.9,0.2,5893.92,2630.74
ORD-2065,CUST-1777,2022-02-19,2022-02-22,Consumer,North,Electronics,Samsung TV,2,410.32,0.2,656.51,247.55
ORD-2066,CUST-2818,2023-04-17,2023-04-18,Home Office,South,Clothing,Running Shoes,3,492.61,0.05,1403.94,510.42
ORD-2067,CUST-1659,2023-06-25,2023-06-27,Home Office,North,Food & Bev,Blender,10,727.33,0.15,6182.31,2730.86
ORD-2068,CUST-2505,2022-10-31,2022-11-06,Corporate,North,Food & Bev,Air Fryer,2,542.45,0.05,1030.65,340.96
ORD-2069,CUST-1384,2022-03-03,2022-03-05,Corporate,North,Furniture,Office Desk,1,1012.34,0.15,860.49,332.56
ORD-2070,CUST-1638,2023-08-28,2023-09-04,Consumer,East,Food & Bev,Coffee Maker,9,780.61,0.1,6322.94,2315.28
ORD-2071,CUST-2597,2022-08-13,2022-08-16,Consumer,North,Food & Bev,Air Fryer,7,1463.1,0.2,8193.36,2291.78
ORD-2072,CUST-1301,2023-03-10,2023-03-12,Corporate,North,Food & Bev,Air Fryer,5,1428.21,0.2,5712.84,1867.72
ORD-2073,CUST-1927,2022-01-17,2022-01-21,Consumer,North,Food & Bev,Coffee Maker,3,414.8,0.15,1057.74,350.81
ORD-2074,CUST-2040,2022-03-28,2022-03-31,Home Office,North,Clothing,Formal Shirt,7,333.86,0.15,1986.47,547.8
ORD-2075,CUST-1387,2023-01-14,2023-01-15,Corporate,West,Clothing,Winter Jacket,1,979.96,0.15,832.97,139.84
ORD-2076,CUST-2963,2023-09-15,2023-09-19,Home Office,East,Food & Bev,Air Fryer,9,661.68,0.0,5955.12,1942.68
ORD-2077,CUST-1463,2022-02-06,2022-02-11,Consumer,North,Electronics,iPhone 15,5,373.38,0.2,1493.52,202.16
ORD-2078,CUST-1711,2022-08-14,2022-08-20,Consumer,West,Food & Bev,Blender,5,752.85,0.05,3576.04,1341.03
ORD-2079,CUST-1625,2022-01-04,2022-01-05,Home Office,East,Clothing,Sneakers,3,764.8,0.2,1835.52,489.84
